id_envio,centro_distribucion,transportista,tipo_servicio,dia_semana,distancia_km,peso_kg,volumen_m3,n_paradas,temperatura_ambiente_c,costo_combustible_usd,tiempo_transito_h,calificacion_cliente,retraso
100707,CD-Montevideo,TR-074,Estándar,jueves,40.96,24.84,0.111,4,9.0,7.31,2.18,4.1,0
100687,CD-Salto,TR-030,Estándar,viernes,221.08,3.87,0.0339,2,,12.7,5.59,4.4,0
101778,CD-Canelones,TR-109,Estándar,miércoles,32.17,5.2,0.0345,6,12.4,11.47,4.8,4.8,0
100335,CD-Canelones,TR-097,Express,viernes,31.06,5.82,0.076,6,,6.81,2.04,4.1,0
103587,CD-Salto,TR-003,Express,martes,28.64,1.71,0.0284,5,15.1,10.1,1.5,3.5,0
100771,CD-Maldonado,TR-056,Estándar,viernes,37.93,1.05,0.0278,6,15.4,9.46,2.86,4.0,0
101330,CD-Canelones,TR-084,Express,miércoles,312.39,3.35,0.0527,3,21.5,23.5,6.27,4.7,0
103373,CD-Canelones,TR-010,ESTÁNDAR,viernes,20.14,4.2,0.0437,7,20.7,9.28,2.45,4.8,0
101234,CD-Montevideo,TR-098,económico,jueves,35.99,3.84,0.0288,10,24.8,15.68,3.49,,0
101129,CD-Canelones,TR-029,Económico,martes,255.17,7.16,0.0467,1,30.2,23.25,5.14,3.4,0
100823,CD-Montevideo,TR-061,Estándar ,sábado,22.42,1.38,0.0291,5,31.4,10.07,3.69,3.5,0
100005,CD-Maldonado,TR-115,Express,miércoles,25.14,9.54,0.0544,5,22.8,7.02,1.74,4.8,0
102209,CD-Canelones,TR-109,Estándar,viernes,34.12,4.22,0.0274,5,19.6,13.81,2.82,3.7,0
100370,CD-Canelones,TR-026,Estándar,martes,34.33,7.26,0.0484,2,21.4,14.25,2.37,4.5,0
101484,CD-Montevideo,TR-099,Estándar,viernes,21.39,1.68,0.049,12,21.1,11.79,4.52,,1
102006,CD-Canelones,TR-090,ESTÁNDAR,lunes,29.42,0.0,0.0294,8,19.6,13.07,2.84,3.4,0
100917,CD-Salto,TR-098,Estándar,jueves,53.12,3.94,0.0414,8,27.3,15.22,4.44,3.6,0
101002,CD-Salto,TR-091,Económico,viernes,29.22,4.45,0.0286,12,-99.0,20.48,3.12,3.4,0
900027,CD-Canelones,TR-120,Express,martes,36.86,3.25,0.0469,10,22.3,17.57,3.53,3.4,1
100635,CD-Salto,TR-091,económico,viernes,157.1,3.7,0.0574,2,19.3,13.7,3.25,,0
100122,CD-Montevideo,TR-075,Estándar,viernes,263.13,6.29,0.048,2,22.3,15.35,4.63,4.3,0
100106,CD-Montevideo,TR-105,Estándar,martes,50.95,4.64,0.0409,4,24.5,8.97,1.78,3.4,0
102035,CD-Canelones,TR-078,Estándar,lunes,16.38,4.33,0.0415,4,22.3,8.58,0.67,,0
103565,CD-Montevideo,TR-075,Express,miércoles,23.98,5.39,0.0404,13,17.9,18.48,4.6,,1
103176,CD-Canelones,TR-027,Económico,sábado,21.18,1.3,0.0374,14,15.2,22.66,1.82,3.4,0
100144,CD-Canelones,TR-017,Estándar ,lunes,298.91,2.04,0.0483,0,15.5,15.27,5.86,4.7,0
103454,CD-Montevideo,TR-037,Económico,lunes,311.29,4.34,0.0406,0,20.2,20.01,6.17,,0
102300,CD-Maldonado,TR-068,Estándar,miércoles,40.77,5.82,0.0457,8,21.7,17.08,3.28,1.0,0
103313,CD-Maldonado,TR-120,Estándar,jueves,30.73,3.36,0.0361,8,24.3,11.17,1.84,3.7,0
900004,CD-Maldonado,TR-117,Express,martes,38.43,9.57,0.0643,5,19.2,9.58,3.4,,0
103276,CD-Montevideo,TR-015,Estándar,martes,232.76,5.51,0.0345,5,21.7,17.9,19.73,,1
101738,CD-Montevideo,TR-053,Económico,martes,263.21,3.32,,3,23.7,22.16,5.85,3.6,0
100293,CD-Salto,TR-117,Estándar,viernes,15.85,8.9,0.0515,11,,13.47,3.57,3.7,0
900029,CD-Maldonado,TR-077,Estándar,viernes,233.16,10.67,0.0645,4,19.3,23.56,5.07,4.6,0
103567,CD-Canelones,TR-011,ESTÁNDAR,martes,227.09,5.52,0.0403,3,27.1,19.74,5.06,3.7,1
100117,CD-Maldonado,TR-059,Estándar,viernes,24.39,8.37,0.0682,6,18.3,9.98,3.55,4.0,0
103429,CD-Canelones,TR-115,Estándar,lunes,14.07,3.87,0.0321,7,8.7,12.29,11.08,3.8,1
100694,CD-Montevideo,TR-054,Estándar,jueves,157.78,4.45,0.0517,1,14.7,11.46,3.11,3.2,0
102353,CD-Montevideo,TR-082,Express,lunes,217.97,10.3,0.1054,3,19.2,15.29,4.38,3.0,1
101045,CD-Canelones,TR-015,Económico ,viernes,28.15,9.68,0.0667,2,28.9,8.88,0.72,4.3,0
101620,CD-Salto,TR-054,ECONÓMICO,martes,208.23,3.8,0.0297,4,16.4,15.88,14.11,3.6,1
102699,CD-Salto,TR-049,Estándar,viernes,31.84,6.38,0.061,9,23.3,15.46,3.01,4.4,0
102508,CD-Montevideo,TR-002,Estándar ,viernes,42.36,3.48,0.03,5,25.5,11.97,3.52,3.0,0
103079,CD-Salto,TR-101,Económico,viernes,20.47,3.45,0.0292,10,23.6,14.22,4.1,3.2,0
100511,CD-Salto,TR-081,Estándar,martes,277.4,2.38,0.0345,1,,22.67,6.87,3.3,1
102504,CD-Canelones,TR-019,Económico,martes,350.11,2.21,0.0234,2,15.2,25.61,8.41,3.3,0
100070,CD-Canelones,TR-038,Express,viernes,25.31,8.7,0.0504,6,29.9,9.23,2.84,4.3,0
101018,CD-Canelones,TR-012,Express,martes,226.34,6.57,0.0474,6,16.8,25.42,5.59,3.5,0
101602,CD-Montevideo,TR-019,Estándar,jueves,297.1,2.44,0.0224,0,18.4,15.67,4.52,4.8,0
100007,CD-Canelones,TR-008,Express,lunes,40.6,2.25,0.0207,6,16.3,12.55,0.74,4.4,0
101066,CD-Montevideo,TR-090,Económico,lunes,24.33,5.63,0.0372,6,24.5,11.62,3.23,2.7,0
101872,CD-Montevideo,TR-091,Estándar,viernes,19.0,5.62,0.0379,11,,18.61,3.85,2.7,0
102983,CD-Montevideo,TR-029,Estándar,jueves,20.49,1.44,0.0198,11,21.2,13.12,2.24,4.1,0
102854,CD-Montevideo,TR-111,Express,miércoles,308.38,3.66,0.0322,1,28.7,23.44,6.39,3.4,0
101357,CD-Salto,TR-037,ESTÁNDAR,sábado,157.28,19.49,0.0925,4,,16.55,4.74,,0
102938,CD-Montevideo,TR-024,Express,jueves,187.47,5.34,0.0421,1,17.3,14.26,4.48,3.2,0
101544,CD-Montevideo,TR-030,EXPRESS,jueves,196.45,4.12,0.0374,3,23.2,16.69,5.41,4.2,0
101723,CD-Maldonado,TR-078,Express,miércoles,27.26,1.45,0.0293,9,26.0,15.18,3.09,,0
101321,CD-Maldonado,TR-113,Express,martes,27.66,4.25,0.0337,10,23.9,19.9,1.99,3.5,0
102445,CD-Canelones,TR-029,estándar,lunes,247.89,11.47,0.1009,0,21.0,16.03,5.28,4.5,0
102775,CD-Montevideo,TR-014,Estándar,lunes,179.91,7.51,0.0524,3,17.4,13.65,5.93,4.2,0
100919,CD-Canelones,TR-093,Estándar,lunes,25.23,1.66,0.0271,9,20.3,17.17,3.89,4.5,0
101781,CD-Montevideo,TR-033,ESTÁNDAR,viernes,257.86,9.21,0.0734,1,16.3,15.52,4.99,4.4,0
101551,CD-Montevideo,TR-029,Estándar,jueves,307.01,6.88,0.0533,3,20.3,21.05,6.47,3.7,1
102949,CD-Salto,TR-003,Estándar,martes,188.18,4.64,0.0354,2,,10.45,4.42,,0
101867,CD-Montevideo,TR-025,Estándar,martes,35.82,8.6,0.0612,7,27.8,16.47,3.14,4.1,0
102719,CD-Montevideo,TR-063,estándar,miércoles,35.57,7.49,,4,7.9,13.99,2.05,4.1,0
101255,CD-Montevideo,TR-007,Express,lunes,19.13,8.35,0.0785,9,13.4,10.3,3.46,,0
100996,CD-Canelones,TR-042,Estándar,viernes,26.76,6.25,0.0781,12,,20.42,3.35,,0
103197,CD-Montevideo,TR-064,Económico,sábado,225.7,9.94,0.0764,1,24.7,17.74,3.57,4.5,0
101261,CD-Montevideo,TR-084,estándar,viernes,26.83,6.11,0.0448,11,11.9,14.47,3.53,4.2,0
101853,CD-Maldonado,TR-082,EXPRESS,viernes,230.99,8.02,0.047,3,20.5,20.51,6.59,3.8,0
100361,CD-Montevideo,TR-004,Económico,jueves,38.47,3.07,0.058,6,17.1,12.18,2.63,4.6,0
103096,CD-Montevideo,TR-048,Express,miércoles,37.49,1.7,0.0278,8,15.0,13.02,3.64,3.5,0
101640,CD-Montevideo,TR-102,ECONÓMICO,jueves,14.14,4.45,,8,19.4,4.04,1.76,4.5,0
101755,CD-Maldonado,TR-035,Estándar,martes,29.15,8.55,0.0617,2,25.8,6.66,0.95,4.4,0
100985,CD-Maldonado,TR-039,Estándar ,viernes,221.21,8.54,0.0686,2,22.9,10.81,4.51,2.6,0
103393,CD-Montevideo,TR-015,Estándar,jueves,308.82,3.68,0.0492,3,16.4,15.91,8.26,4.3,0
101760,CD-Salto,TR-008,Estándar,lunes,267.73,7.22,0.0514,1,20.8,10.77,6.07,,1
103330,CD-Canelones,TR-064,Estándar,viernes,32.29,4.14,0.0374,3,15.1,14.11,3.11,2.7,0
103432,CD-Montevideo,TR-108,Estándar,viernes,304.87,2.43,0.0374,3,10.2,18.6,5.93,,0
100261,CD-Montevideo,TR-050,Express,lunes,249.98,5.03,0.0416,1,22.2,15.28,4.7,3.6,1
100759,CD-Salto,TR-053,EXPRESS,viernes,291.72,3.22,0.0501,5,18.0,22.92,7.78,4.7,0
101304,CD-Canelones,TR-059,Económico,miércoles,44.73,10.41,0.0658,10,22.0,17.19,4.94,,0
100494,CD-Montevideo,TR-075,Express,miércoles,27.96,5.72,0.0418,14,17.4,13.57,3.89,3.4,0
101712,CD-Maldonado,TR-041,Estándar,sábado,37.35,1.79,0.024,8,10.0,8.21,3.06,3.0,0
100073,CD-Montevideo,TR-076,express,martes,19.63,1.78,0.0243,10,27.4,10.76,4.22,2.9,0
100216,CD-Canelones,TR-056,Estándar,martes,24.11,5.75,0.0459,10,,10.66,3.55,3.4,0
103395,CD-Salto,TR-016,Estándar,lunes,38.74,16.81,0.1064,7,,11.13,4.94,4.2,0
100661,CD-Montevideo,TR-058,Express ,miércoles,35.48,6.69,0.0533,7,21.7,10.45,3.68,4.2,0
101429,CD-Canelones,TR-050,Express,lunes,20.04,5.96,0.0508,8,26.8,13.87,2.95,4.4,0
103433,CD-Montevideo,TR-064,Económico,jueves,33.85,10.92,0.0539,8,26.2,11.3,4.19,1.8,1
100198,CD-Montevideo,TR-002,Estándar,miércoles,209.77,2.37,0.0277,1,18.6,23.26,4.36,,0
900028,CD-Salto,TR-036,Estándar,martes,358.74,4.13,,2,,25.09,6.65,4.3,0
101784,CD-Montevideo,TR-012,Económico,viernes,35.73,7.91,0.0572,8,21.0,17.04,2.16,4.2,0
101930,CD-Canelones,TR-061,Estándar,viernes,279.23,4.51,0.0335,1,14.2,26.03,6.13,4.8,0
102337,CD-Canelones,TR-065,ESTÁNDAR,martes,18.1,2.08,0.0237,6,19.4,7.77,0.79,2.3,1
100417,CD-Salto,TR-018,Estándar,martes,172.54,6.51,,0,17.8,13.92,3.43,4.3,0
101483,CD-Salto,TR-008,Estándar,martes,23.81,1.78,0.0236,4,-99.0,10.54,4.23,3.8,0
102909,CD-Maldonado,TR-078,Express,jueves,298.66,3.98,0.0425,2,13.3,21.93,6.01,3.9,0
103417,CD-Salto,TR-067,Estándar,lunes,201.84,2.23,0.0457,1,,14.16,4.13,4.1,0
103040,CD-Montevideo,TR-036,Estándar,jueves,266.82,5.87,0.0472,1,5.1,20.65,5.37,4.5,0
103372,CD-Maldonado,TR-075,Estándar,miércoles,18.26,2.34,0.0316,11,23.9,14.86,0.87,4.8,0
101588,CD-Canelones,TR-023,Estándar,sábado,24.06,15.86,0.0982,11,25.7,12.8,3.24,3.9,0
100545,CD-Salto,TR-045,ESTÁNDAR,martes,25.41,6.34,0.0401,12,7.3,11.9,4.55,4.3,0
101269,CD-Canelones,TR-067,Estándar,martes,26.95,9.01,0.0523,12,19.5,14.5,5.14,4.8,0
101995,CD-Canelones,TR-016,Express,miércoles,274.93,7.76,0.0495,1,14.6,20.29,5.97,4.6,0
102260,CD-Salto,TR-088,Estándar,lunes,29.3,2.1,0.0305,9,25.7,15.57,3.55,,0
101070,CD-Maldonado,TR-120,Express,viernes,10.52,4.89,0.0348,4,14.7,11.97,2.41,3.7,0
103099,CD-Montevideo,TR-028,ESTÁNDAR,lunes,24.92,11.78,0.0591,9,13.9,14.21,1.96,4.5,0
100654,CD-Montevideo,TR-106,Estándar,sábado,38.65,6.67,0.0529,10,13.9,14.61,4.04,2.9,1
101147,CD-Montevideo,TR-059,Económico,martes,23.18,7.71,0.0583,6,10.9,6.97,1.6,3.8,0
101745,CD-Canelones,TR-062,Estándar,lunes,263.12,3.28,0.0572,2,17.7,18.36,5.55,3.7,0
100945,CD-Montevideo,TR-114,Express,martes,49.8,18.25,0.0941,11,17.2,11.57,4.44,3.5,0
101152,CD-Montevideo,TR-110,Estándar,jueves,23.71,4.9,0.0366,6,17.5,8.15,2.48,,0
102901,CD-Montevideo,TR-079,EXPRESS,martes,25.74,3.58,0.0479,7,25.8,13.44,1.33,4.0,0
101968,CD-Montevideo,TR-079,Express,miércoles,23.65,3.33,0.0275,4,27.1,6.93,4.23,4.3,0
102478,CD-Salto,TR-060,Express,martes,25.67,13.94,0.0781,7,16.2,10.72,2.75,4.1,0
100873,CD-Canelones,TR-051,Económico,jueves,40.56,1.77,0.0485,5,26.0,9.19,3.46,4.3,0
103353,CD-Maldonado,TR-017,Económico,lunes,35.93,2.34,0.0252,4,12.4,9.99,2.34,3.6,0
101566,CD-Canelones,TR-068,Estándar,martes,127.0,3.27,0.0322,3,19.5,15.43,4.46,4.8,0
101253,CD-Montevideo,TR-030,Estándar,miércoles,32.99,8.52,0.068,3,22.9,5.56,0.2,3.3,1
103097,CD-Montevideo,TR-081,Express,miércoles,260.2,5.22,0.0659,1,23.4,15.56,5.92,4.4,0
101642,CD-Canelones,TR-091,express,viernes,32.84,3.79,,9,19.7,8.21,3.41,3.7,0
103578,CD-Montevideo,TR-102,Estándar ,martes,37.83,2.75,0.0256,6,,9.75,4.59,3.7,0
101887,CD-Salto,TR-095,Estándar ,martes,174.09,5.17,0.0334,3,,15.36,4.58,4.7,0
100378,CD-Montevideo,TR-074,Estándar,sábado,230.74,3.42,0.0663,2,29.0,20.11,3.98,4.3,0
102438,CD-Canelones,TR-060,Estándar,viernes,227.38,4.05,0.0328,1,16.1,18.75,5.03,3.4,0
102971,CD-Montevideo,TR-079,Express,martes,23.29,3.26,0.0507,6,17.6,7.36,1.34,4.5,0
101016,CD-Montevideo,TR-022,ESTÁNDAR,lunes,25.8,6.89,0.0588,6,18.9,3.44,2.45,3.9,0
102122,CD-Maldonado,TR-009,Económico,lunes,43.86,4.94,0.0529,11,,15.88,1.93,4.1,0
102637,CD-Montevideo,TR-019,Estándar,sábado,22.64,4.07,,4,20.5,10.14,1.55,3.0,0
101448,CD-Maldonado,TR-096,EXPRESS,miércoles,177.97,10.42,0.0621,4,21.6,13.98,5.65,4.8,0
102956,CD-Maldonado,TR-089,Estándar,martes,252.31,3.04,0.0367,3,20.2,24.45,4.51,4.7,0
103053,CD-Salto,TR-040,Económico,jueves,314.57,6.35,0.0547,3,,24.37,7.48,4.7,0
100684,CD-Montevideo,TR-075,Estándar,jueves,27.84,3.17,0.0462,5,30.5,14.8,3.69,4.6,0
102155,CD-Montevideo,TR-056,express,lunes,27.84,2.1,0.0195,10,22.9,11.94,3.2,3.5,0
103376,CD-Canelones,TR-082,Económico,viernes,176.92,4.55,0.0457,2,14.9,14.63,3.27,2.3,1
101553,CD-Montevideo,TR-081,estándar,lunes,252.56,2.45,0.032,4,24.0,20.74,7.3,4.5,0
100315,CD-Montevideo,TR-056,Estándar,viernes,174.92,7.28,0.0799,2,22.6,13.67,4.62,4.8,0
102216,CD-Canelones,TR-114,Estándar,miércoles,50.19,5.0,0.031,8,21.9,14.61,3.45,4.6,0
101127,CD-Canelones,TR-118,económico,martes,290.96,5.76,0.0424,2,19.3,19.51,5.62,4.5,0
102617,CD-Maldonado,TR-059,Estándar,miércoles,20.54,2.1,0.0344,7,14.6,9.13,3.68,4.7,0
101358,CD-Montevideo,TR-095,EXPRESS,lunes,215.47,5.61,0.0331,3,,20.0,5.19,4.2,0
103277,CD-Canelones,TR-031,Estándar,lunes,33.9,6.29,0.067,3,24.3,10.56,1.04,4.4,0
102403,CD-Canelones,TR-056,Express,jueves,19.16,17.93,0.1135,6,23.6,6.46,2.55,4.7,0
103460,CD-Canelones,TR-071,Estándar,martes,200.91,1.57,0.0246,0,15.4,15.6,5.45,4.1,0
100834,CD-Salto,TR-119,Estándar,lunes,262.28,3.93,0.0268,2,16.5,16.17,5.07,3.5,0
102640,CD-Salto,TR-101,Express,lunes,4.09,7.54,,7,22.7,5.35,3.72,4.4,0
100092,CD-Montevideo,TR-039,Express,jueves,30.39,8.29,0.0549,7,22.1,14.66,5.61,3.7,1
101386,CD-Salto,TR-097,Express ,viernes,281.02,16.26,0.0795,1,,18.41,5.14,4.5,0
102573,CD-Maldonado,TR-083,Estándar,martes,21.48,5.48,0.0331,5,11.8,13.63,2.51,3.8,0
101159,CD-Maldonado,TR-015,Estándar,viernes,25.1,6.42,0.0568,8,19.8,10.39,1.95,3.0,0
101217,CD-Montevideo,TR-021,Express,lunes,202.36,7.45,0.0464,0,30.4,20.77,3.97,4.9,0
103416,CD-Montevideo,TR-023,ESTÁNDAR,lunes,19.37,5.78,0.0437,5,14.3,9.0,3.52,4.2,0
100552,CD-Salto,TR-062,Estándar,lunes,39.44,10.02,0.0568,7,,18.61,4.3,4.5,0
103304,CD-Maldonado,TR-005,ESTÁNDAR,martes,37.85,4.03,0.0268,7,18.9,10.78,3.66,,0
102569,CD-Canelones,TR-107,Estándar,miércoles,23.07,1.88,0.0409,7,23.3,10.37,4.37,,0
100318,CD-Montevideo,TR-015,Estándar,jueves,250.64,9.97,0.0756,2,-99.0,20.95,5.68,4.7,0
101334,CD-Montevideo,TR-081,Estándar,sábado,34.32,5.6,0.042,7,18.4,13.14,4.29,3.1,0
103130,CD-Salto,TR-080,Económico,lunes,19.58,2.74,0.0393,5,23.7,10.56,1.75,4.6,0
101852,CD-Salto,TR-044,Express,lunes,25.88,7.86,0.0475,6,,13.03,3.06,4.4,0
101035,CD-Canelones,TR-030,Estándar,martes,268.52,13.04,0.0847,2,28.0,19.59,5.78,3.5,0
100081,CD-Maldonado,TR-079,estándar,viernes,225.49,2.75,0.0523,4,13.4,17.06,4.88,4.6,0
103254,CD-Salto,TR-061,ESTÁNDAR,lunes,255.0,5.19,0.0349,1,26.0,16.01,4.39,3.9,0
102757,CD-Canelones,TR-013,Estándar,viernes,28.46,7.67,0.0548,7,,6.4,2.26,3.9,0
101396,CD-Maldonado,TR-081,ECONÓMICO,viernes,9.11,3.53,0.0328,8,18.2,15.91,2.13,3.3,0
100389,CD-Montevideo,TR-098,Estándar ,lunes,20.75,4.93,0.0309,8,14.7,13.71,2.38,4.5,0
102118,CD-Canelones,TR-026,Económico,viernes,30.46,1.85,0.0529,12,18.2,15.75,5.03,3.6,0
100205,CD-Montevideo,TR-106,Económico,sábado,244.99,3.15,0.0312,1,20.7,18.15,4.39,4.8,0
100837,CD-Montevideo,TR-097,estándar,jueves,18.65,14.81,0.0816,6,16.6,12.3,3.54,3.2,0
102117,CD-Salto,TR-086,Económico,miércoles,23.62,5.67,0.0453,5,33.2,10.38,3.93,2.4,0
103576,CD-Salto,TR-078,Económico,lunes,19.66,8.27,0.0644,7,16.2,14.9,2.76,4.8,0
101308,CD-Maldonado,TR-018,Económico,miércoles,150.84,3.83,0.0381,2,21.8,12.26,1.28,4.0,1
100842,CD-Montevideo,TR-018,Estándar,miércoles,303.72,5.75,0.0555,2,24.3,16.81,6.1,4.1,0
101264,CD-Montevideo,TR-095,Económico,miércoles,26.46,5.86,0.0371,6,26.0,10.17,1.32,4.5,0
103182,CD-Montevideo,TR-003,Estándar,lunes,27.68,1.22,0.0469,5,9.7,12.86,2.61,2.9,0
103206,CD-Maldonado,TR-046,Estándar,jueves,207.05,6.26,0.0472,1,26.9,17.04,4.39,4.5,0
102724,CD-Canelones,TR-080,Estándar,martes,238.72,9.2,,3,15.7,18.03,7.18,4.9,0
101176,CD-Montevideo,TR-099,Estándar,miércoles,246.05,4.37,0.0339,4,27.7,14.28,5.25,4.2,0
101773,CD-Canelones,TR-056,Estándar,jueves,204.47,2.75,0.0388,2,22.3,19.15,5.64,4.8,0
100755,CD-Maldonado,TR-039,Estándar,jueves,165.41,11.96,0.0763,2,19.8,13.85,1.78,4.6,0
103263,CD-Maldonado,TR-094,Estándar,jueves,29.96,3.23,0.0258,11,18.5,14.01,2.91,3.9,0
103532,CD-Montevideo,TR-024,Económico,martes,24.88,2.99,0.0227,5,26.8,10.7,0.8,4.0,0
100281,CD-Canelones,TR-054,Estándar,lunes,252.38,8.94,0.0478,5,13.9,17.3,5.81,4.4,0
101203,CD-Montevideo,TR-023,EXPRESS,martes,262.03,1.66,0.0215,1,23.6,20.3,4.98,3.6,1
100360,CD-Canelones,TR-067,Estándar,viernes,29.74,3.17,,5,13.6,9.89,2.27,4.2,0
103044,CD-Montevideo,TR-112,Económico,miércoles,26.8,2.27,0.034,6,22.2,9.75,3.76,4.0,0
101800,CD-Montevideo,TR-055,Estándar,martes,295.66,4.84,0.0634,1,21.5,24.04,6.96,3.8,0
102229,CD-Canelones,TR-001,Express,jueves,22.13,7.54,0.0438,5,24.7,12.7,1.93,4.4,0
101836,CD-Canelones,TR-032,Express,viernes,201.13,5.62,0.0364,2,27.1,19.62,4.35,4.2,0
103389,CD-Canelones,TR-097,económico,jueves,33.34,4.01,0.0347,6,20.1,12.48,2.52,,0
101661,CD-Salto,TR-109,Estándar,viernes,30.37,4.9,0.0801,11,14.3,18.88,3.81,,1
101584,CD-Canelones,TR-006,ESTÁNDAR,sábado,25.39,5.72,0.0382,9,23.4,14.63,2.83,4.6,0
101622,CD-Canelones,TR-054,Express,miércoles,301.73,7.19,0.0848,1,9.5,15.24,5.83,4.1,0
101592,CD-Montevideo,TR-032,ESTÁNDAR,lunes,13.38,2.14,,5,17.5,9.39,2.39,2.9,0
102995,CD-Maldonado,TR-035,estándar,viernes,19.21,10.6,0.0596,7,26.0,12.53,1.86,4.3,0
102606,CD-Canelones,TR-047,económico,martes,4.62,1.14,0.0183,9,17.1,13.42,2.66,,1
101331,CD-Canelones,TR-079,Express ,jueves,281.91,4.7,0.0426,3,22.3,24.9,5.81,3.9,1
101805,CD-Montevideo,TR-024,Económico,miércoles,38.02,8.11,0.0519,7,5.8,5.86,3.68,3.9,0
102060,CD-Montevideo,TR-112,Estándar,miércoles,205.19,3.15,0.0263,4,16.8,23.45,6.41,4.2,0
103327,CD-Salto,TR-079,Estándar,miércoles,154.37,3.16,0.0363,1,23.8,12.98,2.23,5.0,0
101880,CD-Canelones,TR-008,Estándar,jueves,25.49,1.36,,5,27.5,12.62,2.87,3.9,0
103573,CD-Montevideo,TR-104,ECONÓMICO,viernes,40.48,5.49,0.0388,10,21.1,14.4,4.49,4.7,0
103270,CD-Montevideo,TR-048,Estándar,viernes,172.8,11.89,0.0658,3,26.1,17.99,4.16,2.6,0
101831,CD-Montevideo,TR-107,Económico,miércoles,201.76,8.86,0.0544,0,13.5,13.19,4.78,4.5,0
101004,CD-Maldonado,TR-050,express,viernes,15.23,3.13,0.0366,9,11.9,9.18,1.74,3.9,0
101802,CD-Montevideo,TR-064,express,martes,268.46,5.51,0.0426,1,18.8,22.88,4.62,3.5,0
103451,CD-Canelones,TR-025,Express,jueves,35.16,3.17,0.0468,4,16.5,8.03,1.61,3.5,1
103401,CD-Montevideo,TR-112,Económico ,viernes,218.33,9.18,0.0746,3,23.3,17.79,6.24,4.5,0
102859,CD-Montevideo,TR-060,ESTÁNDAR,lunes,26.16,8.78,0.0535,6,21.3,10.34,2.82,4.7,0
100294,CD-Salto,TR-012,ESTÁNDAR,jueves,34.59,9.99,0.0651,4,26.5,3.93,2.32,4.1,0
102928,CD-Montevideo,TR-020,Estándar,miércoles,240.48,3.68,0.0323,3,9.5,17.35,5.5,4.4,0
103418,CD-Montevideo,TR-052,Estándar,lunes,193.99,9.25,0.0778,2,8.9,19.01,15.94,3.4,1
100533,CD-Montevideo,TR-106,Estándar,jueves,22.36,7.29,0.0526,9,14.4,16.67,3.2,2.7,0
102290,CD-Canelones,TR-080,ECONÓMICO,lunes,41.06,5.14,0.0606,6,21.1,12.79,2.82,,0
103229,CD-Montevideo,TR-038,Express,viernes,208.73,9.7,0.0725,1,1.6,11.55,3.77,4.8,0
102967,CD-Montevideo,TR-026,ESTÁNDAR,miércoles,44.03,6.59,0.0695,8,27.5,12.99,3.17,4.6,0
102456,CD-Montevideo,TR-072,Estándar,viernes,273.91,10.34,0.0621,1,17.3,14.47,5.36,4.7,0
101041,CD-Salto,TR-120,Estándar,sábado,41.38,1.46,0.0195,5,,11.07,2.32,,0
101964,CD-Maldonado,TR-119,Estándar,jueves,135.59,2.14,0.0468,4,15.8,13.76,4.85,,0
102102,CD-Montevideo,TR-026,Económico,sábado,238.33,1.91,0.029,2,25.6,20.65,3.82,2.6,0
102543,CD-Montevideo,TR-006,Estándar ,martes,21.06,4.69,0.0475,4,26.4,6.9,1.34,4.5,0
103036,CD-Salto,TR-049,Estándar,martes,32.02,6.14,0.067,8,11.6,8.46,3.47,3.0,1
101650,CD-Montevideo,TR-039,estándar,viernes,255.22,7.8,0.0929,0,,16.42,4.59,3.5,0
102054,CD-Montevideo,TR-061,Express,miércoles,41.6,7.0,0.0474,6,16.2,15.72,2.09,4.3,0
102447,CD-Montevideo,TR-111,Express,sábado,41.11,3.15,0.0379,7,20.2,8.18,2.31,4.5,0
100121,CD-Salto,TR-120,EXPRESS,jueves,171.75,9.18,0.0636,2,,14.1,3.64,4.9,0
101489,CD-Montevideo,TR-093,Express,viernes,280.09,3.5,0.0368,4,27.5,18.63,5.0,3.3,0
101713,CD-Montevideo,TR-045,Estándar,jueves,27.88,4.48,,7,19.1,16.08,1.89,3.7,0
101216,CD-Canelones,TR-087,EXPRESS,miércoles,238.36,5.0,0.0569,1,19.1,19.62,4.54,4.5,0
102318,CD-Canelones,TR-023,Estándar,lunes,30.21,5.48,0.0482,5,21.5,15.0,0.67,4.2,0
101072,CD-Montevideo,TR-036,Estándar,jueves,235.09,2.98,0.0546,1,16.1,17.86,4.87,4.3,0
102515,CD-Montevideo,TR-091,Estándar,viernes,40.88,4.15,0.0376,7,31.4,13.14,3.25,3.8,0
101486,CD-Montevideo,TR-101,Estándar,martes,24.66,7.87,,4,,5.19,1.67,3.0,0
101122,CD-Canelones,TR-106,Económico,lunes,31.86,5.91,0.0707,8,26.5,5.2,1.6,3.3,1
100529,CD-Montevideo,TR-050,Estándar,viernes,21.09,4.78,0.0492,9,22.0,12.78,3.14,3.2,0
100861,CD-Montevideo,TR-059,Estándar,viernes,252.61,9.53,0.0591,3,23.8,20.6,5.9,4.2,0
100255,CD-Montevideo,TR-027,Estándar,jueves,33.5,5.19,0.0321,9,19.2,15.45,2.46,4.0,1
102454,CD-Salto,TR-085,Estándar,martes,243.51,4.81,0.0378,4,20.0,20.55,26.23,3.1,1
103398,CD-Montevideo,TR-039,Express,viernes,9.29,16.46,0.0777,8,24.0,9.72,4.25,,1
102490,CD-Maldonado,TR-105,Económico,lunes,27.45,2.37,0.0233,11,7.3,20.19,2.95,4.3,0
